intent,document
일상,아니. 더 나빠.
일상,음 아니면 맛있는 거 먹으러 갈까? 나 고생했으니까 보상으로.
일상,나도 알아. 근데 걔들 욕먹을만 하잖아.
일상,그거 괜찮겠는데?
일상,응. 나도 똑같지. 나도 힘들어.
일상,그러니까 말이야. 진짜 극한직업이라니까?
일상,정말 기분 좋았어!
일상,나는 혼자 하는 게 좋아서 어 혼자 뛰고 있어.
일상,선수는 절대 아니고.
일상,선수는 아니고 내가 운동을 좋아해서 시작했어. 
일상,30분 정도 구경을 했는데 앞이 안보여서 그냥 집에 왔어.
일상,별일도 아니면서 구경도 못하게 하더라고.
일상,나도 힘들지. 아무래도.
일상,얼마 비싼 건 못 샀어. 알바비를 모아서 산 거거든.
일상,아니? 내가 생각이 짧았어. 미안.
일상,한동안 만나지 못한 친구를 만나는 것도 생각해 봐야겠어.
일상,"감기 기운은 없는데, 비염이 좀 심해졌어."
일상,알았어. 신나는 음악 듣고 스트레스 풀어볼게.
일상,고마워! 다음에 또 나가면 말해줄게.
일상,그건 아닌 것 같은데 잘 모르겠어.
일상,한 명 뽑는데 그게 내가 된 거야!
일상,함께 달리는 크루가 있어서 서로 도와주고 하니까 너무나 큰 힘이 돼.
일상,거기서 30분 정도 구경을 했는데 사람들이 너무 많아서 볼 수가 없어서 집에 와버렸어.
일상,달리는 동안에는 엄청 힘들고 지쳤는데 결승선을 통과하는 순간 너무 기분이 좋았어.
일상,한 명 뽑는데 그게 내가 됐어.
일상,노트북을 오래 사용할 수 있도록 보험에 가입해볼게.
일상,아니 나 혼자 연습했어.
일상,어. 동아리에서 같이 나간거야.
일상,드디어 구매한 노트북이 도착했어. 뜯어봐야지.
일상,막상 보니 별일 아니긴 했어.
일상,홀가분한 마음으로 신나는 음악을 듣는 것도 좋지.
일상,아. 나 드디어 프로젝트 끝났어.
일상,누군가 대판 싸우는 것 같아. 시끄럽고 사람도 많아.
일상,"아, 그 누가 바람을 폈나봐. 무서워."
일상,응. 학교에서 만난 사람들이랑 같이 뛰고있어.
일상,응. 이제 진짜 드디어 완전히 끝났어.
일상,과장님이 전화해서 새로운 업무를 주겠대.
일상,응. 오늘 날씨는 괜찮더라.
일상,친구를 못 만났었는데 이번 기회에 만나봐야겠어.
일상,이제 완전히 끝났어. 너무 기분이 좋아. 나 이제 쉬고 싶어.
일상,그래. 우리 모두 열심히 하자.
일상,그치. 나도 궁금해서 구경 갔었는데 근처에도 못 오게 하더라고.
일상,해줘. 기분 좋은 일이 생겼어.
일상,응. 매우 화창한 날이었지.
일상,여행도 좋지만 지금은 시기가 아니야. 나중에 꼭 가야지.
일상,노트북을 가지고 지금 하고 있는 만화 작업을 할 거야.
일상,"야, 나 기쁜 일 있어."
일상,그래. 음악 좀 들으면서 휴식을 취해야겠어. 너무 피곤해.
일상,그거 좋은 생각이다. 친구들 보러 가야겠어.
일상,비싼 노트북을 샀으니까 노트북 보험에 가입해서 오래 쓸 수 있도록 해봐야겠어.
일상,알았어. 너의 말대로 노트북에 이상이 없는지 꼼꼼히 살펴볼게.
일상,뭐 때문에 모인진 몰라.
일상,구경하는 사람들이 너무 많아서 무슨 일인지 잘 볼 수가 없었어.
일상,어. 이제 드디어 끝났어.
일상,뛰는 동안에 나 죽는 줄 알았어.
일상,사람이 아무도 안 다쳐서 뉴스에 나오진 않을 것 같아.
일상,다들 그 맛에 하는 거지. 진짜 전율이 흐르거든.
일상,그럼. 1달간 정말 고생 많이했어.
일상,강남역에서 만나기로 했는데 그곳은 음식점이 너무 많아.
일상,무슨 일인지 보고 싶었는데 보이지 않아서 30분 정도 구경하다 왔어.
일상,선물이 내가 갖고 싶었던 향수라서 너무 마음에 들어.
일상,같이 뛰는 크루랑 같이 뛰면서 열심히 준비를 했어.
일상,아이 씨발년이 존나 선비질이네.
일상,그러니까 궁금해서 봤더니 바리케이트를 치고 있더라고.
일상,나 축하해 줘. 기분 좋은 일이 있었어.
일상,그래. 범인 잡는 건 힘들어 보이긴 하더라.
일상,고마워! 여행도 가야지.
일상,나 축하해줘. 완전 기분 좋은 일 있었어.
일상,좋은 음악 있어?
일상,알았어. 친구들하고 만나서 여행 계획 세울게.
일상,응 완전 신나.
일상,영화 보려고 해.
일상,한 명! 나 혼자야.
일상,어. 친구들은 이번 주말에 만나려고.
일상,오늘 최종발표를 마쳤으니까 이제 완전히 끝난거야.
일상,나 마라톤 기록 갱신했어. 
일상,강남에서 만나는데 그곳에는 먹거리가 너무 많거든. 뭘 골라서 먹을지 모르겠어.
일상,그렇게 말해주니 기분이 좋구만.
일상,응. 어떤 노래 추천해 줄거야?
일상,나 축하해줘 기분 좋은 일이 생겼어.
일상,오랜만에 친구랑 양식을 먹고 싶어.
일상,어 완전히 마무리 됐어. 이제 다 끝이야.
일상,당연하지! 엄청 비싼 향수야.
일상,내가 10km 마라톤 대회에 출전해서 이전의 내 기록을 훨씬 갱신했어!
일상,아니? 혼자 열심히 연습한 거야.
일상,나 축하해줘. 기분 좋은 일이 생겼어.
일상,강남역에서 만나기로 했는데 뭘 먹을까?
일상,나 향수. 써보고 싶던건데 개꿀.
일상,어떤 사람이 음주 운전을 한 것 같더라고.
일상,몰라. 그것까진 잘 모르겠어. 아무도 안 알려주더라고.
일상,그래그래그래. 알았어.
일상,그렇지. 역시 니가 뭘 좀 안다? 딱 들어올 때 그 기분이 너무 좋았어.
일상,그런 건 아니고 그냥 혼자서 열심히 연습하고 있어.
일상,무슨 일이 있었는지는 나도 잘 모르겠어.
일상,애피타이저부터 푸짐하게 주는 집이 있어? 너무 좋을 것 같아.
일상,내가 사용설명서 보고 잘 살펴볼게.
일상,당연히 있지. 같이 운동하고 같이 대회에 나가 그 사람들이랑.
일상,내일 비 소식이 있어? 난 몰랐는데. 우산은 사무실에 하나 있어.
일상,모르겠어. 누가 싸운 것 같아.
일상,나도 무슨 일인지 잘 모르겠어.
일상,맛집이 너무 많은 강남역이야.
일상,그럴지도 몰라.
일상,최종 발표를 마쳤으니까 이제 완전히 끝났어.
일상,같이 운동하던 사람들이랑 뛰었어.
일상,응. 신나는 음악 듣고싶어.
일상,300만 원이 넘어. 이번엔 좀 투자를 했지.
일상,"힘들다, 힘들어."
일상,신나는 음악 좋지. 들을래!
일상,그런 것 같아 무서워서 못 보겠어.
일상,한 명이었는데 운 좋게 제가 뽑았나봐요.
일상,내일 친구를 만나기로 했는데 뭘 먹어야할지 모르겠어.
일상,이번에 완전 큰 맘 먹고 200만 원 짜리 샀어.
일상,이번에 해외 여행은 못 가겠어.
일상,싫어하는 건 아니고. 몰려 있어서 신기해서 구경 다녀온 거야.
일상,사람들이 엄청 몰려있더라고! 그래서 무슨 일이 있나 싶었지.
일상,그런 거 같지는 않던데. 막 싸우는 소리는 못 들었어.
일상,다음에 한번 뿌리고 갈게!
일상,만나기로 했어.
일상,나도 뭐. 팍팍하지.
일상,사람들이 너무 많아서 앞이 보이지 않아서 삼십 분만 구경하다 집에 왔어.
일상,"와우. 한 달 동안 친구도 못 만났는데, 그게 제일 좋겠다."
일상,원래 친구랑 같이 뛰는데 오늘은 혼자였어.
일상,들고 다니면서 자랑할거야. 그리고 음악도 듣고 영화도 볼거야.
일상,너의 말대로 푹 쉬고 여행 계획도 잡아 볼게.
일상,그것도 나쁘지 않지. 좋은 생각이야.
일상,알아먹었으면 됐잖아.
일상,조금 비싸. 백 만원이 넘어. 백 오십만원 정도 해.
일상,축하해 줘 기분 좋은 일 있어.
일상,오늘은 심각해보였어.
일상,아니? 미안해. 다음부턴 구경 안할게.
일상,환절기라서 비염이 심해졌어 아침마다 괴로워.
일상,사무실에 우산 있으니까 비 안맞아. 걱정하지 마. 건강은 괜찮아.
일상,그렇잖아도 내일 만나기로 약속했어.
일상,너의 말대로 오랜만에 여행을 다녀오는 것도 좋을 것 같아. 생각 한 번 해볼게.
일상,그것도 좋겠네. 주말에는 어디 가까운 데라도 좀 놀러가야겠구나.
일상,오늘은 양식이 땡기네. 원래 일식을 더 좋아하거든.
일상,그거 좋은 생각이야. 약속 잡아야 되겠어.
일상,집에서 나올 때 우산 챙겨오면 돼. 걱정하지 마. 건강은 괜찮지.
일상,그 거 두 명 뽑는 거였나?
일상,총 100명 추첨해서 뽑는 거였어.
일상,그럼 더 좋지. 잘 먹고 올게. 고마워.
일상,많이 좋아졌어.
일상,그러게 말이야. 다들 힘들겠어.
일상,"10km 마라톤 대회에 출전했는데, 이전의 내 기록을 훨씬 경신했어. 너무 기뻐!"
일상,"에이, 선수는 무슨. 그냥 취미로 하는건데 뭐."
일상,나도 궁금하다. 큰 일이면 뉴스에 나오겠지?
일상,마라톤 완주에 성공했어.
일상,흠! 이제 이걸로 논문 쓰고 발표할 것 같아. 완전 완전 좋아 진짜.
일상,그냥 가끔 쓰는거지. 나도 잘 모르겠는데? 왜 몰려 있었지?
일상,딱 한 명 뽑는데 내가 됐어.
일상,내일 비 소식이 있는 거야? 비가 많이 온대? 사무실에 우산이 없어.
일상,그건 아닌 거 같애. 그냥 큰 소리로 싸운 정도?
일상,선물이 내가 갖고 싶었던 거라서 엄청 마음에 들어.
일상,당연하지! 한달 간 얼마나 고생했는데.
일상,마라톤에서 기록 갱신했거든.
일상,너의 추천을 믿고 친구랑 가서 먹어볼게.
일상,그건 아니고 그냥 틈틈히 연습을 많이 했어. 노력도 많이 했고.
일상,맞아. 진짜 힘들 것 같아.
일상,숨이 턱 막히는줄 알았거든? 근데 결승선 넘으니까 기분 최고더라?
일상,그래야겠어. 고마워.
일상,내가 받은 선물이 궁금해? 나중에 꼭 보여줄게.
일상,가봐. 그래서 그렇게 몰려있었나봐.
일상,오늘 친구를 만나기로 했는데 뭘 먹을지 모르겠어.
일상,넌 왜 남의 상황을 단정지어?
일상,그냥 이번에 마라톤 대회에서 내가 좋은 기록을 세웠어.
일상,선물 나오면 바로 사진 찍어서 보내줄게.
일상,그건 잘 몰라.
일상,그래 알았어. 참고할게. 보험에 가입하는 것도 좋을 것 같아. 비싸니까.
일상,선물이 내가 갖고싶었던 향수라서 너무 마음에 들어.
일상,내일 집에서 나올 때 우산을 가지고 나오면 비 안 맞을거야. 건강은 괜찮아.
일상,응! 같이 뛰는 크루들이 있어.
일상,아니. 나 혼자서 많이 해.
일상,맞아. 힘들었는데 결승선에서는 정말 좋았어.
일상,어디 외국으로 가고 싶은데 어떨까?
일상,내일 친구를 만나는데 뭘 먹을지 모르겠어.
일상,완전히 끝났네. 아 기분좋다.
일상,비는 안 맞으면 되고 건강은 아주 괜찮아!
일상,나 축하해줘! 아주 기분 좋은 일이 있었어.
일상,발생했고 뭐 큰 일이 있었나봐. 잘은 모르겠어.
일상,그럼. 같이 운동하고 같이 대회에도 출전해.
일상,자세히 봐도 잘 모르겠더라고. 그냥 빨리 지나가라는 말만 해.
일상,"오, 좋은데? 고마워."
일상,나 마라톤 기록 갱신했다.	
일상,그런 보험 있으면 당연히 가입해야지.
일상,무슨 일이 있는지 잘 보이지 않아서 30분만 구경하고 집에 왔어.
일상,글쎄 모르겠네.
일상,최종 발표를 마쳤으니까 프로젝트가 끝난거지!
일상,음악을 들을까?
일상,응. 내가 갖고 싶던 거였어.
일상,구경하는 사람들이 너무 많아서 왜 몰려 있는지 잘 보질 못했어.
일상,같이 준비하던 친구들이 있어.
일상,정말? 좋은 추천 부탁해.
일상,글쎄 휴가를 받을 수 있을지는 잘 모르겠는데 좋아 일단 세워볼께!
일상,일 없을 때까지 쭉 쉴 거야.
일상,사람들이 너무 많이 몰려있어서 무슨일인지 볼수가 없었어.
일상,알았어. 친구랑 만나서 여행 계획 세울게.
일상,응. 신나는 음악 들으면서 막 춤 추고 싶어.
일상,"아니, 그건 아닌데. 안 쓴다니까?"
일상,나도 힘들어 죽겠다.
일상,알았어. 앞으로 조심할게.
일상,그러게. 저거 뉴스에서 보면 재밌겠다.
일상,여행 계획도 한번 세워볼게.
일상,구경 온 사람들이 너무 많아서 무슨 일인지 잘 못봤어.
일상,노트북으로 영화 볼 거야.
일상,한 명 뽑는데 그게 내가 된 거야.
일상,진짜 너무 신나. 완전 좋아. 집에 가야지.
일상,한 명 뽑는 거였어. 근데 내가 됐어.
일상,그래 꼭 보여줄게.
일상,그정도는 아니야.
일상,그것도 좋은 생각이야. 오랜만에 친구도 만나고 신나게 놀아야되겠어.
일상,많이 좋아졌어. 고마워.
일상,아니야. 선수까지는 아니고 엄청 마라톤을 좋아해가지고 그렇게 자주 해.
일상,이번 프로젝트 잘 마무리 됐으니까 다음 것도 계획해 보려고.
일상,알아먹었으면 됐지.
일상,쉬지도 못하고 얼마나 열심히 했는데. 완전히 끝났어.
일상,에이 뭐. 선수까진 아니고.
일상,알았어. 친구들이랑 만나서 여행 계획도 좀 세울게.
일상,사람들이 몰려있길래 그게 궁금해서 가봤어.
일상,뭔가 또 그런 것 같더라.
일상,알겠어. 충고해줘서 고마워.
일상,네. 주소 알려주시면 내일 갈게요.
일상,잠깐 나갔다 왔지. 내일은 우산이 있으니까 걱정 안해.
일상,응. 평소에 가지고 싶었던 거야. 가지고 싶었던 거.
일상,나도 정확히는 모르겠는데 사고가 났었나봐.
일상,드디어 새로 구매한 노트북이 도착했어!
일상,몰려 있어서 구경 다녀왔어.
일상,친구도 만날거야 오랜만에!
일상,알았어. 조만간 보여줄게.
일상,당연하지. 그렇지 않으면 못했을거야.
일상,응! 나랑 같이 마라톤을 뛰는 크루가 있어. 한 다섯 명 정도가 같이 팀이 돼서 연습을 하고 있어.
일상,들고 다니면서 자랑할 거야. 영화도 보고. 음악도 듣고.
일상,아니에요. 매일매일 좀 많이 연습했던 그게 있던 거 같애요.
일상,함께 달리는 크루가 있어서 지치고 힘들 때 큰 힘이 되어 줬어!
일상,내가 받은 선물 보고 싶어? 그래 나중에 꼭 보여줄게.
일상,이번에 출전한 마라톤 대회에서 내 기록이 정말 잘 나왔어.
일상,싫다고 욕한 적은 없어.
